zone_id,timestamp,river_level,rainfall
Zone_A,2026-07-22T09:00:00,,0.07
Zone_A,2026-07-22T10:00:00,5000.0,0.72
Zone_A,2026-07-22T11:00:00,2.81,9.25
Zone_A,2026-07-22T12:00:00,2.94,1.12
Zone_A,2026-07-22T13:00:00,2.9,2.2
ZONE_A,2026-07-22T14:00:00,2.9,3.31
Zone_A,2026-07-22T15:00:00,3.13,7.13
Zone_A,2026-07-22T16:00:00,3.05,
Zone_A,2026-07-22T17:00:00,2.98,2.4
Zone_A,2026-07-22T18:00:00,2.83,1.27
Zone_A,2026-07-22T19:00:00,2.96,1.83
Zone_A,2026-07-22T20:00:00,2.98,2.41
Zone_A,2026-07-22T21:00:00,2.83,1.61
Zone_A,2026-07-22T22:00:00,5000.0,0.71
zone_a,2026-07-22T23:00:00,2.57,0.28
Zone_B,2026-06-01T00:00:00,1.21,0.27
Zone_B,2026-06-01T01:00:00,1.3,2.82
ZONE_B,2026-06-01T02:00:00,1.3,0.4
Zone_B,2026-06-01T03:00:00,1.31,4.37
zone_b,2026-06-01T04:00:00,1.31,0.42
ZONE_B,2026-06-01T05:00:00,1.26,0.11
Zone_B,2026-06-01T06:00:00,1.57,5.68
Zone_B,2026-06-01T07:00:00,1.76,1.81
Zone_B,2026-06-01T08:00:00,1.94,4.74
Zone_B,2026-06-01T09:00:00,2.05,1.33
Zone_B,2026-06-01T10:00:00,2.28,-999.0
Zone_B,2026-06-01T11:00:00,2.31,4.31
Zone_B,2026-06-01T12:00:00,2.59,3.93
Zone_B,2026-06-01T13:00:00,2.71,
Zone_B,2026-06-01T14:00:00,2.86,-999.0
Zone_B,2026-06-01T15:00:00,2.62,0.58
Zone_B,2026-06-01T16:00:00,2.53,1.11
zone_b,2026-06-01T17:00:00,2.58,2.33
Zone_B,2026-06-01T18:00:00,2.63,1.16
Zone_B,2026-06-01T19:00:00,2.39,0.54
ZONE_B,2026-06-01T20:00:00,2.4,2.45
Zone_B,2026-06-01T21:00:00,2.64,5.6
Zone_B,2026-06-01T22:00:00,2.59,3.52
Zone_B,2026-06-01T23:00:00,5000.0,3.22
Zone_B,2026-06-02T00:00:00,2.64,2.12
ZONE_B,2026-06-02T01:00:00,2.74,5.25
Zone_B,2026-06-02T02:00:00,2.64,2.83
Zone_B,2026-06-02T03:00:00,2.42,0.07
Zone_B,2026-06-02T04:00:00,2.44,
Zone_B,2026-06-02T05:00:00,2.4,2.1
ZONE_B,2026-06-02T06:00:00,2.49,1.78
Zone_B,2026-06-02T07:00:00,2.41,2.03
Zone_B,2026-06-02T08:00:00,2.26,3.19
Zone_B,2026-06-02T09:00:00,2.12,
Zone_B,2026-06-02T10:00:00,2.11,1.19
Zone_B,2026-06-02T11:00:00,2.12,2.63
Zone_B,2026-06-02T12:00:00,2.02,0.3
Zone_B,2026-06-02T13:00:00,1.91,0.22
ZONE_B,2026-06-02T14:00:00,1.83,1.18
Zone_B,2026-06-02T15:00:00,1.79,1.52
Zone_B,2026-06-02T16:00:00,1.68,0.1
ZONE_B,2026-06-02T17:00:00,1.79,
Zone_B,2026-06-02T18:00:00,1.74,3.39
Zone_B,2026-06-02T19:00:00,5000.0,
Zone_B,2026-06-02T20:00:00,2.27,3.27
Zone_B,2026-06-02T21:00:00,2.25,
ZONE_B,2026-06-02T22:00:00,2.19,0.78
Zone_B,2026-06-02T23:00:00,2.4,-999.0
Zone_B,2026-06-03T00:00:00,2.52,1.88
Zone_B,2026-06-03T01:00:00,,0.78
ZONE_B,2026-06-03T02:00:00,,12.86
Zone_B,2026-06-03T03:00:00,2.78,0.38
zone_b,2026-06-03T04:00:00,2.73,1.45
Zone_B,2026-06-03T05:00:00,3.26,12.41
Zone_B,2026-06-03T06:00:00,3.46,6.07
Zone_B,2026-06-03T07:00:00,3.34,0.52
Zone_B,2026-06-03T07:00:00,3.34,0.52
Zone_B,2026-06-03T08:00:00,,1.5
ZONE_B,2026-06-03T09:00:00,2.9,0.05
Zone_B,2026-06-03T10:00:00,,1.96
Zone_B,2026-06-03T11:00:00,2.7,0.26
zone_b,2026-06-03T12:00:00,2.73,1.86
Zone_B,2026-06-03T13:00:00,2.63,0.12
Zone_B,2026-06-03T14:00:00,2.57,0.78
Zone_B,2026-06-03T15:00:00,2.44,0.18
Zone_B,2026-06-03T16:00:00,2.44,2.06
Zone_B,2026-06-03T17:00:00,,3.1
ZONE_B,2026-06-03T18:00:00,5000.0,2.09
Zone_B,2026-06-03T19:00:00,2.56,2.24
Zone_B,2026-06-03T20:00:00,2.35,0.2
zone_b,2026-06-03T21:00:00,2.32,2.29
Zone_B,2026-06-03T22:00:00,2.13,1.84
Zone_B,2026-06-03T23:00:00,2.3,3.81
Zone_B,2026-06-04T00:00:00,2.47,5.89
Zone_B,2026-06-04T01:00:00,2.49,3.67
Zone_B,2026-06-04T02:00:00,2.4,0.48
Zone_B,2026-06-04T03:00:00,2.12,1.11
Zone_B,2026-06-04T04:00:00,2.26,1.47
Zone_B,2026-06-04T05:00:00,5000.0,0.83
Zone_B,2026-06-04T06:00:00,2.25,0.52
Zone_B,2026-06-04T07:00:00,2.22,0.96
Zone_B,2026-06-04T08:00:00,5000.0,0.31
Zone_B,2026-06-04T08:00:00,5000.0,0.31
Zone_B,2026-06-04T09:00:00,2.39,3.12
Zone_B,2026-06-04T10:00:00,,0.12
Zone_B,2026-06-04T11:00:00,2.46,4.91
Zone_B,2026-06-04T12:00:00,2.37,1.09
ZONE_B,2026-06-04T13:00:00,2.32,0.11
Zone_B,2026-06-04T14:00:00,2.53,6.07
Zone_B,2026-06-04T15:00:00,2.19,0.5
Zone_B,2026-06-04T16:00:00,2.04,
ZONE_B,2026-06-04T17:00:00,2.09,0.11
Zone_B,2026-06-04T18:00:00,1.74,0.3
Zone_B,2026-06-04T19:00:00,1.77,-999.0
zone_b,2026-06-04T20:00:00,1.96,2.86
Zone_B,2026-06-04T21:00:00,5000.0,1.1
Zone_B,2026-06-04T22:00:00,1.76,0.23
ZONE_B,2026-06-04T23:00:00,,0.66
zone_b,2026-06-05T00:00:00,1.88,0.35
Zone_B,2026-06-05T01:00:00,1.8,0.47
Zone_B,2026-06-05T02:00:00,2.0,1.77
Zone_B,2026-06-05T02:00:00,2.0,1.77
Zone_B,2026-06-05T03:00:00,2.04,
Zone_B,2026-06-05T04:00:00,3.67,32.79
Zone_B,2026-06-05T05:00:00,4.29,13.41
Zone_B,2026-06-05T06:00:00,5.73,37.88
Zone_B,2026-06-05T07:00:00,7.21,37.99
Zone_B,2026-06-05T07:00:00,7.21,37.99
ZONE_B,2026-06-05T08:00:00,8.42,39.3
Zone_B,2026-06-05T09:00:00,9.49,38.12
Zone_B,2026-06-05T10:00:00,5000.0,22.01
Zone_B,2026-06-05T11:00:00,10.01,24.77
Zone_B,2026-06-05T12:00:00,9.81,12.26
Zone_B,2026-06-05T13:00:00,10.5,32.42
Zone_B,2026-06-05T14:00:00,11.18,33.28
Zone_B,2026-06-05T15:00:00,11.02,15.33
Zone_B,2026-06-05T16:00:00,,46.15
Zone_B,2026-06-05T17:00:00,12.31,18.05
Zone_B,2026-06-05T18:00:00,11.89,10.9
ZONE_B,2026-06-05T19:00:00,11.94,22.92
Zone_B,2026-06-05T20:00:00,11.66,19.46
ZONE_B,2026-06-05T21:00:00,5000.0,41.09
Zone_B,2026-06-05T22:00:00,12.37,14.34
Zone_B,2026-06-05T23:00:00,12.05,15.69
Zone_B,2026-06-06T00:00:00,11.92,17.52
Zone_B,2026-06-06T01:00:00,13.26,48.3
Zone_B,2026-06-06T02:00:00,13.83,37.56
zone_b,2026-06-06T03:00:00,13.78,
Zone_B,2026-06-06T04:00:00,14.47,
Zone_B,2026-06-06T05:00:00,13.92,14.38
Zone_B,2026-06-06T06:00:00,15.14,
Zone_B,2026-06-06T07:00:00,15.86,45.22
ZONE_B,2026-06-06T08:00:00,15.66,
Zone_B,2026-06-06T09:00:00,15.41,24.39
Zone_B,2026-06-06T10:00:00,,14.08
Zone_B,2026-06-06T11:00:00,,49.05
Zone_B,2026-06-06T12:00:00,15.53,
Zone_B,2026-06-06T13:00:00,,22.74
zone_b,2026-06-06T14:00:00,14.62,12.09
Zone_B,2026-06-06T15:00:00,14.18,18.33
Zone_B,2026-06-06T16:00:00,13.99,19.8
Zone_B,2026-06-06T17:00:00,13.17,11.21
Zone_B,2026-06-06T18:00:00,12.39,10.56
zone_b,2026-06-06T19:00:00,11.92,14.17
Zone_B,2026-06-06T20:00:00,11.37,10.05
Zone_B,2026-06-06T21:00:00,,1.8
Zone_B,2026-06-06T22:00:00,9.63,2.93
Zone_B,2026-06-06T23:00:00,,4.75
Zone_B,2026-06-07T00:00:00,8.54,4.39
Zone_B,2026-06-07T01:00:00,8.71,16.19
Zone_B,2026-06-07T02:00:00,8.1,0.9
Zone_B,2026-06-07T03:00:00,7.38,2.21
zone_b,2026-06-07T04:00:00,6.68,0.15
Zone_B,2026-06-07T05:00:00,,
Zone_B,2026-06-07T06:00:00,5.74,0.96
Zone_B,2026-06-07T07:00:00,5.51,2.4
zone_b,2026-06-07T08:00:00,4.99,0.56
Zone_B,2026-06-07T09:00:00,4.6,2.61
zone_b,2026-06-07T10:00:00,4.46,2.62
Zone_B,2026-06-07T11:00:00,,4.51
Zone_B,2026-06-07T12:00:00,,0.22
Zone_B,2026-06-07T13:00:00,3.88,
Zone_B,2026-06-07T14:00:00,3.73,3.07
Zone_B,2026-06-07T15:00:00,3.49,0.32
Zone_B,2026-06-07T16:00:00,,1.05
Zone_B,2026-06-07T17:00:00,3.45,-999.0
Zone_B,2026-06-07T18:00:00,3.31,0.72
Zone_B,2026-06-07T19:00:00,3.46,9.97
Zone_B,2026-06-07T20:00:00,3.51,4.41
Zone_B,2026-06-07T21:00:00,3.25,0.87
Zone_B,2026-06-07T22:00:00,5000.0,3.55
Zone_B,2026-06-07T22:00:00,5000.0,3.55
Zone_B,2026-06-07T23:00:00,2.89,
Zone_B,2026-06-08T00:00:00,2.72,0.73
Zone_B,2026-06-08T01:00:00,2.58,0.43
Zone_B,2026-06-08T01:00:00,2.58,0.43
Zone_B,2026-06-08T02:00:00,2.74,5.4
Zone_B,2026-06-08T03:00:00,3.09,9.9
Zone_B,2026-06-08T04:00:00,2.88,0.71
Zone_B,2026-06-08T05:00:00,2.7,1.23
Zone_B,2026-06-08T06:00:00,,1.87
Zone_B,2026-06-08T07:00:00,,
Zone_B,2026-06-08T08:00:00,2.39,2.7
Zone_B,2026-06-08T09:00:00,2.15,0.37
Zone_B,2026-06-08T10:00:00,2.2,2.84
ZONE_B,2026-06-08T11:00:00,2.04,0.32
ZONE_B,2026-06-08T12:00:00,1.92,1.95
Zone_B,2026-06-08T13:00:00,1.86,
Zone_B,2026-06-08T14:00:00,2.01,3.28
ZONE_B,2026-06-08T15:00:00,1.9,0.23
Zone_B,2026-06-08T16:00:00,2.01,5.0
Zone_B,2026-06-08T17:00:00,2.07,-999.0
zone_b,2026-06-08T18:00:00,2.07,1.56
ZONE_B,2026-06-08T19:00:00,2.04,2.61
Zone_B,2026-06-08T20:00:00,2.06,2.83
Zone_B,2026-06-08T21:00:00,1.98,1.04
Zone_B,2026-06-08T22:00:00,1.98,0.23
Zone_B,2026-06-08T23:00:00,5000.0,2.07
Zone_B,2026-06-09T00:00:00,2.1,2.74
Zone_B,2026-06-09T01:00:00,2.03,-999.0
Zone_B,2026-06-09T02:00:00,1.84,1.16
Zone_B,2026-06-09T03:00:00,,4.18
Zone_B,2026-06-09T04:00:00,1.91,2.37
Zone_B,2026-06-09T05:00:00,1.89,1.19
ZONE_B,2026-06-09T06:00:00,1.99,1.47
Zone_B,2026-06-09T07:00:00,1.93,2.41
Zone_B,2026-06-09T08:00:00,1.88,1.26
zone_b,2026-06-09T09:00:00,1.92,-999.0
Zone_B,2026-06-09T10:00:00,2.04,2.66
Zone_B,2026-06-09T11:00:00,,0.84
Zone_B,2026-06-09T12:00:00,1.71,1.0
Zone_B,2026-06-09T12:00:00,1.71,1.0
Zone_B,2026-06-09T13:00:00,1.67,0.66
Zone_B,2026-06-09T14:00:00,,4.03
Zone_B,2026-06-09T15:00:00,2.03,0.53
ZONE_B,2026-06-09T16:00:00,1.97,0.33
Zone_B,2026-06-09T17:00:00,2.12,3.08
Zone_B,2026-06-09T18:00:00,2.02,0.11
zone_b,2026-06-09T19:00:00,5000.0,0.27
Zone_B,2026-06-09T20:00:00,5000.0,1.06
Zone_B,2026-06-09T21:00:00,5000.0,0.16
zone_b,2026-06-09T22:00:00,,
zone_b,2026-06-09T23:00:00,1.76,2.08
Zone_B,2026-06-10T00:00:00,1.61,0.02
Zone_B,2026-06-10T01:00:00,1.59,0.04
zone_b,2026-06-10T02:00:00,,0.92
Zone_B,2026-06-10T03:00:00,,1.74
Zone_B,2026-06-10T04:00:00,1.68,0.6
zone_b,2026-06-10T05:00:00,1.7,1.22
Zone_B,2026-06-10T06:00:00,1.82,
Zone_B,2026-06-10T07:00:00,1.96,5.36
ZONE_B,2026-06-10T08:00:00,1.94,0.37
Zone_B,2026-06-10T09:00:00,2.12,3.65
Zone_B,2026-06-10T10:00:00,2.01,1.73
Zone_B,2026-06-10T11:00:00,1.95,1.71
Zone_B,2026-06-10T12:00:00,2.11,2.06
Zone_B,2026-06-10T13:00:00,2.37,7.68
Zone_B,2026-06-10T14:00:00,2.35,1.27
Zone_B,2026-06-10T15:00:00,2.72,9.6
Zone_B,2026-06-10T16:00:00,2.57,2.0
Zone_B,2026-06-10T17:00:00,2.66,2.1
Zone_B,2026-06-10T18:00:00,2.97,-999.0
Zone_B,2026-06-10T19:00:00,2.7,0.89
Zone_B,2026-06-10T20:00:00,2.7,2.54
zone_b,2026-06-10T21:00:00,2.63,0.3
Zone_B,2026-06-10T22:00:00,2.48,1.6
Zone_B,2026-06-10T23:00:00,2.36,1.02
zone_b,2026-06-11T00:00:00,2.24,2.86
Zone_B,2026-06-11T01:00:00,2.28,-999.0
Zone_B,2026-06-11T02:00:00,,0.54
zone_b,2026-06-11T03:00:00,2.35,2.91
Zone_B,2026-06-11T04:00:00,2.29,0.79
Zone_B,2026-06-11T05:00:00,5000.0,7.6
Zone_B,2026-06-11T06:00:00,2.32,0.21
Zone_B,2026-06-11T07:00:00,2.33,0.84
Zone_B,2026-06-11T08:00:00,2.29,0.02
ZONE_B,2026-06-11T09:00:00,2.29,-999.0
Zone_B,2026-06-11T10:00:00,2.24,3.69
Zone_B,2026-06-11T11:00:00,5000.0,0.26
Zone_B,2026-06-11T12:00:00,2.13,-999.0
zone_b,2026-06-11T13:00:00,5000.0,8.52
zone_b,2026-06-11T14:00:00,2.51,-999.0
Zone_B,2026-06-11T15:00:00,2.42,0.25
Zone_B,2026-06-11T16:00:00,2.59,4.65
Zone_B,2026-06-11T17:00:00,,0.09
Zone_B,2026-06-11T18:00:00,2.25,-999.0
Zone_B,2026-06-11T19:00:00,2.22,0.6
Zone_B,2026-06-11T20:00:00,1.93,0.74
Zone_B,2026-06-11T21:00:00,1.95,2.0
zone_b,2026-06-11T22:00:00,1.91,1.46
Zone_B,2026-06-11T23:00:00,1.8,
Zone_B,2026-06-12T00:00:00,1.85,1.16
Zone_B,2026-06-12T01:00:00,1.79,
Zone_B,2026-06-12T02:00:00,1.78,3.41
zone_b,2026-06-12T03:00:00,1.55,1.26
Zone_B,2026-06-12T04:00:00,1.86,2.47
Zone_B,2026-06-12T05:00:00,,0.48
Zone_B,2026-06-12T06:00:00,1.66,3.12
Zone_B,2026-06-12T07:00:00,,5.1
Zone_B,2026-06-12T08:00:00,1.94,2.06
Zone_B,2026-06-12T09:00:00,5000.0,0.1
Zone_B,2026-06-12T10:00:00,1.93,1.47
zone_b,2026-06-12T11:00:00,2.22,6.92
zone_b,2026-06-12T12:00:00,2.12,0.83
ZONE_B,2026-06-12T13:00:00,2.19,0.1
Zone_B,2026-06-12T14:00:00,2.13,1.39
Zone_B,2026-06-12T15:00:00,1.97,1.37
Zone_B,2026-06-12T16:00:00,1.95,
zone_b,2026-06-12T17:00:00,1.89,0.1
Zone_B,2026-06-12T18:00:00,1.85,0.04
Zone_B,2026-06-12T19:00:00,1.66,0.04
Zone_B,2026-06-12T20:00:00,1.78,2.39
Zone_B,2026-06-12T21:00:00,1.82,0.15
Zone_B,2026-06-12T21:00:00,1.82,0.15
Zone_B,2026-06-12T22:00:00,,3.79
Zone_B,2026-06-12T23:00:00,,
Zone_B,2026-06-13T00:00:00,2.18,0.17
Zone_B,2026-06-13T01:00:00,1.89,0.37
Zone_B,2026-06-13T02:00:00,2.1,4.68
Zone_B,2026-06-13T03:00:00,2.09,2.51
Zone_B,2026-06-13T04:00:00,2.09,1.65
Zone_B,2026-06-13T05:00:00,5000.0,
Zone_B,2026-06-13T06:00:00,1.97,0.76
Zone_B,2026-06-13T07:00:00,1.9,1.0
Zone_B,2026-06-13T08:00:00,1.8,0.47
ZONE_B,2026-06-13T09:00:00,1.83,1.23
Zone_B,2026-06-13T10:00:00,1.67,3.05
Zone_B,2026-06-13T11:00:00,1.68,1.19
zone_b,2026-06-13T12:00:00,1.87,3.32
ZONE_B,2026-06-13T13:00:00,1.91,0.81
Zone_B,2026-06-13T14:00:00,1.68,1.12
Zone_B,2026-06-13T15:00:00,1.72,0.34
Zone_B,2026-06-13T16:00:00,1.73,0.42
Zone_B,2026-06-13T17:00:00,1.72,0.95
Zone_B,2026-06-13T18:00:00,1.82,-999.0
Zone_B,2026-06-13T19:00:00,5000.0,8.14
Zone_B,2026-06-13T20:00:00,2.29,
Zone_B,2026-06-13T21:00:00,2.33,1.02
Zone_B,2026-06-13T22:00:00,2.33,2.12
Zone_B,2026-06-13T23:00:00,2.32,1.03
Zone_B,2026-06-14T00:00:00,2.36,1.98
zone_b,2026-06-14T01:00:00,2.22,1.61
Zone_B,2026-06-14T02:00:00,2.28,0.52
Zone_B,2026-06-14T03:00:00,2.42,3.18
Zone_B,2026-06-14T04:00:00,,1.09
Zone_B,2026-06-14T05:00:00,2.24,0.17
zone_b,2026-06-14T06:00:00,2.43,6.61
Zone_B,2026-06-14T07:00:00,2.7,9.0
ZONE_B,2026-06-14T08:00:00,2.5,0.21
zone_b,2026-06-14T09:00:00,,0.58
Zone_B,2026-06-14T10:00:00,,0.3
Zone_B,2026-06-14T11:00:00,2.24,1.62
Zone_B,2026-06-14T12:00:00,2.23,1.79
Zone_B,2026-06-14T12:00:00,2.23,1.79
Zone_B,2026-06-14T13:00:00,2.01,0.1
Zone_B,2026-06-14T14:00:00,2.1,2.66
Zone_B,2026-06-14T15:00:00,1.96,0.91
Zone_B,2026-06-14T16:00:00,1.96,0.1
Zone_B,2026-06-14T17:00:00,1.96,4.02
zone_b,2026-06-14T18:00:00,1.98,4.88
ZONE_B,2026-06-14T19:00:00,2.01,5.03
Zone_B,2026-06-14T20:00:00,2.02,
Zone_B,2026-06-14T21:00:00,1.93,0.25
Zone_B,2026-06-14T22:00:00,,2.28
Zone_B,2026-06-14T23:00:00,1.93,3.54
Zone_B,2026-06-15T00:00:00,1.83,0.2
Zone_B,2026-06-15T01:00:00,1.85,2.9
Zone_B,2026-06-15T02:00:00,1.91,1.04
Zone_B,2026-06-15T03:00:00,1.81,0.2
Zone_B,2026-06-15T04:00:00,1.86,4.13
Zone_B,2026-06-15T05:00:00,2.13,7.03
Zone_B,2026-06-15T06:00:00,2.14,1.32
Zone_B,2026-06-15T07:00:00,2.35,5.04
ZONE_B,2026-06-15T08:00:00,,
Zone_B,2026-06-15T09:00:00,2.3,1.67
Zone_B,2026-06-15T10:00:00,5000.0,1.18
Zone_B,2026-06-15T11:00:00,2.15,1.19
Zone_B,2026-06-15T12:00:00,2.16,3.34
Zone_B,2026-06-15T13:00:00,1.89,0.33
ZONE_B,2026-06-15T14:00:00,1.95,0.25
Zone_B,2026-06-15T15:00:00,1.67,0.11
Zone_B,2026-06-15T16:00:00,1.73,1.06
Zone_B,2026-06-15T17:00:00,1.77,-999.0
Zone_B,2026-06-15T18:00:00,1.88,1.06
zone_b,2026-06-15T19:00:00,1.66,0.24
ZONE_B,2026-06-15T20:00:00,1.55,1.07
zone_b,2026-06-15T21:00:00,1.3,0.65
Zone_B,2026-06-15T22:00:00,1.15,1.22
Zone_B,2026-06-15T23:00:00,1.44,2.55
Zone_B,2026-06-16T00:00:00,1.56,3.34
Zone_B,2026-06-16T01:00:00,5000.0,5.23
Zone_B,2026-06-16T02:00:00,1.85,0.23
zone_b,2026-06-16T03:00:00,1.67,0.3
Zone_B,2026-06-16T04:00:00,1.66,0.48
Zone_B,2026-06-16T05:00:00,1.69,2.44
Zone_B,2026-06-16T06:00:00,1.61,0.89
Zone_B,2026-06-16T07:00:00,1.71,3.8
zone_b,2026-06-16T08:00:00,1.68,1.79
Zone_B,2026-06-16T09:00:00,1.94,5.29
Zone_B,2026-06-16T09:00:00,1.94,5.29
Zone_B,2026-06-16T10:00:00,2.01,3.22
Zone_B,2026-06-16T11:00:00,1.81,0.63
Zone_B,2026-06-16T12:00:00,1.77,0.73
Zone_B,2026-06-16T13:00:00,1.68,0.22
Zone_B,2026-06-16T14:00:00,1.76,
Zone_B,2026-06-16T15:00:00,,0.13
ZONE_B,2026-06-16T16:00:00,2.02,0.99
Zone_B,2026-06-16T17:00:00,2.01,
Zone_B,2026-06-16T18:00:00,2.01,1.1
Zone_B,2026-06-16T19:00:00,1.94,1.36
Zone_B,2026-06-16T20:00:00,2.01,0.26
zone_b,2026-06-16T21:00:00,1.95,0.68
Zone_B,2026-06-16T22:00:00,2.07,-999.0
Zone_B,2026-06-16T23:00:00,2.06,1.11
Zone_B,2026-06-17T00:00:00,2.03,1.14
Zone_B,2026-06-17T01:00:00,2.11,1.7
Zone_B,2026-06-17T02:00:00,,1.98
Zone_B,2026-06-17T03:00:00,2.0,0.85
Zone_B,2026-06-17T04:00:00,,1.96
Zone_B,2026-06-17T05:00:00,2.14,2.05
Zone_B,2026-06-17T06:00:00,,0.35
Zone_B,2026-06-17T07:00:00,,0.34
Zone_B,2026-06-17T08:00:00,1.63,
Zone_B,2026-06-17T09:00:00,1.64,0.52
Zone_B,2026-06-17T10:00:00,1.57,0.3
Zone_B,2026-06-17T11:00:00,1.49,0.77
Zone_B,2026-06-17T12:00:00,1.38,
Zone_B,2026-06-17T13:00:00,1.57,1.45
Zone_B,2026-06-17T14:00:00,,0.52
Zone_B,2026-06-17T15:00:00,1.93,5.12
Zone_B,2026-06-17T16:00:00,1.76,0.27
Zone_B,2026-06-17T17:00:00,1.81,0.95
Zone_B,2026-06-17T18:00:00,1.75,0.87
Zone_B,2026-06-17T19:00:00,1.72,0.72
ZONE_B,2026-06-17T20:00:00,,0.28
Zone_B,2026-06-17T21:00:00,1.6,0.56
zone_b,2026-06-17T22:00:00,1.67,1.82
ZONE_B,2026-06-17T23:00:00,1.74,2.97
Zone_B,2026-06-18T00:00:00,1.71,0.88
Zone_B,2026-06-18T01:00:00,1.89,
zone_b,2026-06-18T02:00:00,1.87,0.0
Zone_B,2026-06-18T03:00:00,5000.0,2.23
Zone_B,2026-06-18T04:00:00,,1.8
Zone_B,2026-06-18T05:00:00,2.13,2.14
Zone_B,2026-06-18T06:00:00,5000.0,4.96
Zone_B,2026-06-18T07:00:00,5000.0,0.33
Zone_B,2026-06-18T08:00:00,2.05,-999.0
Zone_B,2026-06-18T09:00:00,2.0,0.52
zone_b,2026-06-18T10:00:00,5000.0,0.03
Zone_B,2026-06-18T11:00:00,2.03,3.48
zone_b,2026-06-18T12:00:00,1.83,0.65
Zone_B,2026-06-18T13:00:00,1.77,2.38
Zone_B,2026-06-18T14:00:00,1.79,1.1
Zone_B,2026-06-18T15:00:00,1.98,1.08
zone_b,2026-06-18T16:00:00,1.89,0.08
Zone_B,2026-06-18T17:00:00,1.74,2.41
Zone_B,2026-06-18T18:00:00,1.78,2.35
Zone_B,2026-06-18T19:00:00,1.64,0.15
ZONE_B,2026-06-18T20:00:00,1.72,0.88
Zone_B,2026-06-18T21:00:00,,0.65
Zone_B,2026-06-18T22:00:00,1.77,1.84
ZONE_B,2026-06-18T23:00:00,1.76,
Zone_B,2026-06-19T00:00:00,1.9,4.7
Zone_B,2026-06-19T01:00:00,2.0,5.78
Zone_B,2026-06-19T02:00:00,1.83,0.22
Zone_B,2026-06-19T03:00:00,1.99,
Zone_B,2026-06-19T04:00:00,5000.0,
Zone_B,2026-06-19T05:00:00,2.13,0.04
zone_b,2026-06-19T06:00:00,2.19,0.92
zone_b,2026-06-19T07:00:00,2.14,1.93
Zone_B,2026-06-19T08:00:00,1.82,1.48
Zone_B,2026-06-19T09:00:00,1.75,1.67
Zone_B,2026-06-19T10:00:00,1.8,-999.0
Zone_B,2026-06-19T11:00:00,1.88,2.42
Zone_B,2026-06-19T12:00:00,2.11,-999.0
Zone_B,2026-06-19T13:00:00,,2.71
Zone_B,2026-06-19T14:00:00,,4.13
Zone_B,2026-06-19T15:00:00,2.3,4.98
Zone_B,2026-06-19T16:00:00,2.15,1.0
Zone_B,2026-06-19T17:00:00,2.13,0.25
Zone_B,2026-06-19T18:00:00,2.15,0.77
Zone_B,2026-06-19T19:00:00,2.33,4.16
Zone_B,2026-06-19T20:00:00,2.25,1.67
Zone_B,2026-06-19T21:00:00,2.15,0.32
Zone_B,2026-06-19T22:00:00,2.38,0.34
Zone_B,2026-06-19T23:00:00,2.39,3.16
Zone_B,2026-06-20T00:00:00,2.32,0.7
Zone_B,2026-06-20T01:00:00,2.26,1.18
Zone_B,2026-06-20T02:00:00,2.44,0.79
zone_b,2026-06-20T03:00:00,2.43,2.78
Zone_B,2026-06-20T04:00:00,2.51,
Zone_B,2026-06-20T05:00:00,5000.0,
Zone_B,2026-06-20T06:00:00,2.35,3.51
Zone_B,2026-06-20T07:00:00,2.3,2.06
Zone_B,2026-06-20T08:00:00,5000.0,0.12
Zone_B,2026-06-20T09:00:00,2.17,3.69
ZONE_B,2026-06-20T10:00:00,2.17,
ZONE_B,2026-06-20T11:00:00,2.01,0.84
Zone_B,2026-06-20T12:00:00,2.0,2.72
Zone_B,2026-06-20T12:00:00,2.0,2.72
Zone_B,2026-06-20T13:00:00,1.86,0.25
Zone_B,2026-06-20T13:00:00,1.86,0.25
Zone_B,2026-06-20T14:00:00,1.77,
Zone_B,2026-06-20T15:00:00,1.66,0.65
ZONE_B,2026-06-20T16:00:00,1.95,4.7
ZONE_B,2026-06-20T17:00:00,1.98,4.24
Zone_B,2026-06-20T18:00:00,1.92,4.0
Zone_B,2026-06-20T19:00:00,2.06,4.23
Zone_B,2026-06-20T20:00:00,2.16,0.75
Zone_B,2026-06-20T21:00:00,2.3,1.08
zone_b,2026-06-20T22:00:00,,0.98
Zone_B,2026-06-20T23:00:00,2.28,2.68
Zone_B,2026-06-21T00:00:00,2.42,4.74
Zone_B,2026-06-21T01:00:00,2.44,4.2
Zone_B,2026-06-21T02:00:00,2.54,0.79
Zone_B,2026-06-21T03:00:00,2.5,2.46
Zone_B,2026-06-21T04:00:00,2.72,
Zone_B,2026-06-21T05:00:00,,-999.0
Zone_B,2026-06-21T06:00:00,,0.43
Zone_B,2026-06-21T07:00:00,2.43,
Zone_B,2026-06-21T08:00:00,5000.0,3.15
Zone_B,2026-06-21T09:00:00,2.28,
Zone_B,2026-06-21T10:00:00,2.13,2.67
Zone_B,2026-06-21T11:00:00,5000.0,
Zone_B,2026-06-21T12:00:00,2.16,4.7
Zone_B,2026-06-21T13:00:00,2.25,5.48
Zone_B,2026-06-21T14:00:00,1.94,0.45
Zone_B,2026-06-21T15:00:00,2.23,4.37
Zone_B,2026-06-21T16:00:00,2.37,1.38
Zone_B,2026-06-21T17:00:00,2.37,3.63
Zone_B,2026-06-21T18:00:00,2.39,0.71
